"","id","title","companies"
"11445",122081,"Spring Breakers","O' Salvation"
"11446",122081,"Spring Breakers","Iconoclast"
"11447",10987,"Halloween: The Curse of Michael Myers","Miramax Films"
"11448",1391,"Y Tu MamÃ¡ TambiÃ©n","Bésame Mucho Pictures"
"11449",1391,"Y Tu MamÃ¡ TambiÃ©n","Producciones Anhelo"
"11450",1391,"Y Tu MamÃ¡ TambiÃ©n","The Criterion Collection"
"11451",747,"Shaun of the Dead","Universal Pictures"
"11452",747,"Shaun of the Dead","Big Talk Productions"
"11453",747,"Shaun of the Dead","StudioCanal"
"11454",747,"Shaun of the Dead","Film4"
"11455",747,"Shaun of the Dead","Working Title Films"
"11456",747,"Shaun of the Dead","WT2 Productions"
"11457",747,"Shaun of the Dead","De Wolfe Music"
"11458",747,"Shaun of the Dead","Inside Track 2"
"11459",14745,"The Haunting of Molly Hartley","Freestyle Releasing"
"11460",14745,"The Haunting of Molly Hartley","Liddell Entertainment"
"11461",26748,"Lone Star","Castle Rock Entertainment"
"11462",26748,"Lone Star","Columbia Pictures Corporation"
"11463",26748,"Lone Star","Rio Dulce"
"11464",11357,"Halloween 4: The Return of Michael Myers","Dimension Films"
"11465",24913,"April Fool's Day","Paramount Pictures"
"11466",24913,"April Fool's Day","Hometown Films"
"11467",24913,"April Fool's Day","YCTM"
"11468",13776,"Diner","Metro-Goldwyn-Mayer (MGM)"
"11469",14854,"Lone Wolf McQuade","1818"
"11470",14854,"Lone Wolf McQuade","Lone Wolf McQuade Associates"
"11471",14854,"Lone Wolf McQuade","Topkick Productions"
"11472",50357,"Apollo 18","Bazelevs Production"
"11473",50357,"Apollo 18","Dimension Films"
"11474",50357,"Apollo 18","Bekmambetov Projects Ltd."
"11475",13090,"Sunshine Cleaning","Back Lot Pictures"
"11476",13090,"Sunshine Cleaning","Overture Films"
"11477",13090,"Sunshine Cleaning","Big Beach Films"
"11478",192141,"No Escape","Bold Films"
"11479",192141,"No Escape","Living Films"
"11480",192141,"No Escape","Brothers Dowdle Productions"
"11481",16441,"The Beastmaster","Antares Produzione Cinematografica"
"11482",16441,"The Beastmaster","Metro-Goldwyn-Mayer (MGM)"
"11483",29996,"Solomon and Sheba","Edward Small Productions"
"11484",351819,"Fifty Shades of Black","Open Road Films (II)"
"11485",22649,"A Farewell to Arms","Paramount Pictures"
"11486",378200,"The Perfect Match","Lionsgate"
"11487",378200,"The Perfect Match","Jorva Entertainment Productions"
"11488",20455,"Digimon: The Movie","Saban Entertainment"
"11489",20455,"Digimon: The Movie","Toei"
"11490",11042,"The Barbarian Invasions","Pyramide Productions"
"11491",11042,"The Barbarian Invasions","Cinémaginaire Inc."
"11492",11042,"The Barbarian Invasions","Téléfilm Canada"
"11493",11042,"The Barbarian Invasions","The Harold Greenberg Fund"
"11494",11042,"The Barbarian Invasions","Astral Films"
"11495",11042,"The Barbarian Invasions","Canal+"
"11496",11042,"The Barbarian Invasions","Société Radio-Canada"
"11497",11042,"The Barbarian Invasions","Société de Développement des Entreprises Culturelles (SODEC)"
"11498",11042,"The Barbarian Invasions","Centre National de la Cinématographie (CNC)"
"11499",10786,"Robin and Marian","Columbia Pictures Corporation"
"11500",10786,"Robin and Marian","Rastar Pictures"
"11501",12484,"The Forsaken","Screen Gems"
"11502",12484,"The Forsaken","Sony Pictures Entertainment"
"11503",12484,"The Forsaken","Egmont Film"
"11504",12484,"The Forsaken","Columbia TriStar Home Entertainment"
"11505",17339,"Force 10 from Navarone","Columbia Pictures Corporation"
"11506",11959,"UHF","Orion Pictures"
"11507",11959,"UHF","Cinecorp"
"11508",9900,"Grandma's Boy","Twentieth Century Fox Film Corporation"
"11509",9900,"Grandma's Boy","Happy Madison Productions"
"11510",14662,"Slums of Beverly Hills","Fox Searchlight Pictures"
"11511",335,"Once Upon a Time in the West","Paramount Pictures"
"11512",335,"Once Upon a Time in the West","Rafran Cinematografica"
"11513",335,"Once Upon a Time in the West","Finanzia San Marco"
"11514",15745,"Made","Artisan Entertainment"
"11515",17431,"Moon","Liberty Films UK"
"11516",17431,"Moon","Lunar Industries"
"11517",17431,"Moon","Xingu Films"
"11518",17431,"Moon","Limelight Fund"
"11519",78394,"Sea Rex 3D: Journey to a Prehistoric World","N3D Land Productions"
"11520",78394,"Sea Rex 3D: Journey to a Prehistoric World","Mantello Brothers Productions"
"11521",10217,"The Sweet Hereafter","Fine Line Features"
"11522",10217,"The Sweet Hereafter","Alliance Communications"
"11523",46332,"Of Gods and Men","Why Not Productions"
"11524",46332,"Of Gods and Men","Armada Films"
"11525",46332,"Of Gods and Men","France Télévision"
"11526",46332,"Of Gods and Men","Cinémage 4"
"11527",46332,"Of Gods and Men","Cofinova 6"
"11528",46332,"Of Gods and Men","Soficinéma 6"
"11529",13996,"Bottle Shock","Zininsa Film Production"
"11530",13996,"Bottle Shock","Intellectual Properties Worldwide"
"11531",1024,"Heavenly Creatures","WingNut Films"
"11532",1024,"Heavenly Creatures","Miramax Films"
"11533",1024,"Heavenly Creatures","New Zealand Film Commission"
"11534",1024,"Heavenly Creatures","Fontana Productions"
"11535",343795,"90 Minutes in Heaven","Emmett/Furla Films"
"11536",343795,"90 Minutes in Heaven","Giving Films"
"11537",45658,"Everything Must Go","Birdsong Pictures"
"11538",45658,"Everything Must Go","IM Global"
"11539",16148,"Zero Effect","Castle Rock Entertainment"
"11540",16148,"Zero Effect","Columbia Pictures Corporation"
"11541",16148,"Zero Effect","Manifest Film Company"
"11542",4553,"The Machinist","Filmax Entertainment"
"11543",4553,"The Machinist","Castelao Producciones"
"11544",4553,"The Machinist","Canal+ España"
"11545",4553,"The Machinist","Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)"
"11546",4553,"The Machinist","ICF"
"11547",36351,"Light Sleeper","Fine Line Features"
"11548",36351,"Light Sleeper","Live Entertainment"
"11549",36351,"Light Sleeper","Seven Arts"
"11550",36351,"Light Sleeper","Carolco Pictures"
"11551",245916,"Kill the Messenger","The Combine"
"11552",245916,"Kill the Messenger","Bluegrass Films"
"11553",27585,"Rabbit Hole","Olympus Pictures"
"11554",1415,"Party Monster","ContentFilm"
"11555",313922,"Green Room","Film Science"
"11556",313922,"Green Room","Broad Green Pictures"
"11557",14474,"The Oh in Ohio","Cold Iron Pictures"
"11558",14474,"The Oh in Ohio","Ambush Entertainment"
"11559",14474,"The Oh in Ohio","AV Club, The"
"11560",199933,"Atlas Shrugged Part III: Who is John Galt?","Atlas 3 Productions"
"11561",13685,"Bottle Rocket","Gracie Films"
"11562",13685,"Bottle Rocket","Columbia Pictures Corporation"
"11563",8744,"Albino Alligator","Miramax Films"
"11564",8744,"Albino Alligator","Albino Alligator Productions"
"11565",8847,"Standard Operating Procedure","Sony Pictures Classics"
"11566",39269,"Out of the Blue","Robson Street"
"11567",46838,"Tucker and Dale vs Evil","Eden Rock Media"
"11568",56930,"Tycoon","RKO Radio Pictures"
"11569",41730,"Desert Blue","Ignite Entertainment"
"11570",41730,"Desert Blue","HSX Films"
"11571",298312,"The Visit","Blumhouse Productions"
"11572",298312,"The Visit","Blinding Edge Pictures"
"11573",11600,"Redacted","HDNet Films"
"11574",11600,"Redacted","The Film Farm"
"11575",71547,"Fascination","Quality Films Entertainment"
"11576",57876,"Area 51","Insurge Pictures"
"11577",77495,"Sleep Tight","Filmax Entertainment"
"11578",77495,"Sleep Tight","Castelao Producciones"
"11579",77495,"Sleep Tight","Cubica"
"11580",13849,"The Cottage","Isle of Man Film"
"11581",13849,"The Cottage","UK Film Council"
"11582",13849,"The Cottage","Screen Yorkshire"
"11583",13849,"The Cottage","Steel Mill Pictures"
"11584",14849,"Dead Like Me: Life After Death","Metro-Goldwyn-Mayer (MGM)"
"11585",12486,"Farce of the Penguins","FOTP Productions"
"11586",244403,"Rudderless","Unified Pictures"
"11587",244403,"Rudderless","Amberdale Productions"
"11588",244403,"Rudderless","Tee Rob Pictures"
"11589",292481,"Henry & Me","Henry & Me Productions"
"11590",340816,"Christmas Eve","Unstuck"
"11591",78814,"We Have Your Husband","Johnson Production Group"
"11592",78814,"We Have Your Husband","Silver Screen Pictures"
"11593",297596,"Dying of the Light","TinRes Entertainment"
"11594",297596,"Dying of the Light","Over Under Media"
"11595",299552,"Born Of War","Jewson Film"
"11596",299552,"Born Of War","Born of War"
"11597",11935,"Capricorn One","Associated General Films"
"11598",11935,"Capricorn One","Incorporated Television Company (ITC)"
"11599",113406,"Should've Been Romeo","Phillybrook Films"
"11600",447027,"Running Forever","New Kingdom Pictures"
"11601",290825,"Yoga Hosers","Invincible Pictures Corp."
"11602",290825,"Yoga Hosers","Abbolita Productions"
"11603",290825,"Yoga Hosers","Destro Films"
"11604",361159,"Navy Seals vs. Zombies","Hollywood Media Bridge"
"11605",361159,"Navy Seals vs. Zombies","Throne Productions"
"11606",31175,"Soul Kitchen","Corazón International"
"11607",31175,"Soul Kitchen","Biograf Jan Sverák"
"11608",12498,"Sling Blade","Miramax Films"
"11609",77949,"The Awakening","BBC Films"
"11610",77949,"The Awakening","Studio Canal"
"11611",77949,"The Awakening","Creative Scotland"
"11612",77949,"The Awakening","Origin Pictures"
"11613",77949,"The Awakening","Lipsync Productions"
"11614",1690,"Hostel","International Production Company"
"11615",1690,"Hostel","Raw Nerve"
"11616",1690,"Hostel","Lionsgate"
"11617",1690,"Hostel","Next Entertainment"
"11618",1690,"Hostel","Screen Gems"
"11619",1690,"Hostel","Hostel LLC"
"11620",8435,"A Cock and Bull Story","Revolution Films"
"11621",8435,"A Cock and Bull Story","BBC Films"
"11622",8435,"A Cock and Bull Story","Baby Cow Productions"
"11623",8435,"A Cock and Bull Story","EM Media"
"11624",8435,"A Cock and Bull Story","Scion Films"
"11625",8435,"A Cock and Bull Story","East Midlands Media Initiative"
"11626",64720,"Take Shelter","Hydraulx"
"11627",64720,"Take Shelter","REI Capital"
"11628",64720,"Take Shelter","Grove Hill Productions"
"11629",64720,"Take Shelter","Strange Matter Films"
"11630",49365,"Lady in White","New Sky Communications Inc."
"11631",300706,"Let's Kill Ward's Wife","Lost Rhino Films"
"11632",16337,"The Texas Chainsaw Massacre 2","Cannon Films"
"11633",11577,"Pat Garrett & Billy the Kid","Metro-Goldwyn-Mayer (MGM)"
"11634",77987,"Only God Forgives","Gaumont"
"11635",77987,"Only God Forgives","Wild Bunch"
"11636",77987,"Only God Forgives","Bold Films"
"11637",77987,"Only God Forgives","Film i Väst"
"11638",77987,"Only God Forgives","A Grand Elephant"
"11639",8981,"Dear Frankie","Scottish Screen"
"11640",8981,"Dear Frankie","Pathé Pictures International"
"11641",8981,"Dear Frankie","UK Film Council"
"11642",8981,"Dear Frankie","Inside Track Productions"
"11643",8981,"Dear Frankie","Sigma Films"
"11644",8981,"Dear Frankie","Scorpio Films"
"11645",10914,"All Hat","New Real Films"
"11646",50848,"The Names of Love","Canal+"
"11647",50848,"The Names of Love","TPS Star"
"11648",50848,"The Names of Love","Delante Films"
"11649",50848,"The Names of Love","TF1 Droits Audiovisuels"
"11650",166624,"Treading Water","Rhombus Media"
"11651",166624,"Treading Water","Mecanismo Films"
"11652",166624,"Treading Water","Redrum"
"11653",10822,"Savage Grace","Celluloid Dreams"
"11654",10822,"Savage Grace","Killer Films"
"11655",10822,"Savage Grace","John Wells Productions"
"11656",10822,"Savage Grace","Montfort Producciones"
"11657",9336,"Police Academy","Warner Bros."
"11658",9336,"Police Academy","The Ladd Company"
"11659",5689,"The Blue Lagoon","Columbia Pictures Corporation"
"11660",712,"Four Weddings and a Funeral","Channel Four Films"
"11661",712,"Four Weddings and a Funeral","PolyGram Filmed Entertainment"
"11662",712,"Four Weddings and a Funeral","Working Title Films"
"11663",13342,"Fast Times at Ridgemont High","Universal Pictures"
"11664",13342,"Fast Times at Ridgemont High","Refugee Films"
"11665",10339,"Moby Dick","Warner Bros."
"11666",10339,"Moby Dick","Moulin Productions Inc."
"11667",1429,"25th Hour","40 Acres & A Mule Filmworks"
"11668",1429,"25th Hour","Touchstone Pictures"
"11669",9303,"Bound","Dino De Laurentiis Company"
"11670",9303,"Bound","Spelling Films"
"11671",641,"Requiem for a Dream","Artisan Entertainment"
"11672",27686,"State Fair","Twentieth Century Fox Film Corporation"
"11673",65749,"Tango","Adela Pictures"
"11674",6106,"Salvador","Hemdale Film"
"11675",252680,"Moms' Night Out","TriStar Pictures"
"11676",252680,"Moms' Night Out","Provident Films"
"11677",252680,"Moms' Night Out","Pure Flix Entertainment"
"11678",252680,"Moms' Night Out","Affirm Films"
"11679",252680,"Moms' Night Out","FourBoys Entertainment"
"11680",141,"Donnie Darko","Pandora Cinema"
"11681",141,"Donnie Darko","Flower Films"
"11682",141,"Donnie Darko","Adam Fields Productions"
"11683",17139,"Character","First Floor Features"
"11684",17139,"Character","Almerica Films"
"11685",12079,"Spun","Muse Productions"
"11686",12079,"Spun","Brink Films"
"11687",12079,"Spun","Silver Nitrate"
"11688",39800,"Life During Wartime","Werc Werk Works"
"11689",4550,"Sympathy for Lady Vengeance","CJ Capital Investment"
"11690",4550,"Sympathy for Lady Vengeance","Korea Capital Investment"
"11691",4550,"Sympathy for Lady Vengeance","Moho Films"
"11692",4550,"Sympathy for Lady Vengeance","TSJ Entertainment"
"11693",4550,"Sympathy for Lady Vengeance","Samsung Venture Capital"
"11694",4550,"Sympathy for Lady Vengeance","Ilshin Capital Investments"
"11695",4550,"Sympathy for Lady Vengeance","Centurion Investment"
"11696",62116,"Mozart's Sister","Les Films Alyne"
"11697",9991,"Mean Machine","SKA Films"
"11698",13807,"Exiled","Media Asia Films"
"11699",13807,"Exiled","Milky Way Image Company"
"11700",68818,"Blackthorn","Quickfire Films"
"11701",68818,"Blackthorn","Televisión Española (TVE)"
"11702",68818,"Blackthorn","Arcadia Motion Pictures"
"11703",68818,"Blackthorn","Noodles Production"
"11704",68818,"Blackthorn","Canal+ España"
"11705",68818,"Blackthorn","Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)"
"11706",68818,"Blackthorn","Instituto de Crédito Oficial (ICO)"
"11707",68818,"Blackthorn","ONO"
"11708",68818,"Blackthorn","Ariane Mararía Films"
"11709",68818,"Blackthorn","Nix Films"
"11710",68818,"Blackthorn","Eter Pictures"
"11711",68818,"Blackthorn","Manto Films"
"11712",68818,"Blackthorn","Pegaso Producciones"
"11713",68818,"Blackthorn","Ibermedia European Community Program"
"11714",68818,"Blackthorn","Audiovisual Aval SGR"
"11715",12093,"Lilya 4-ever","Det Danske Filminstitut"
"11716",12093,"Lilya 4-ever","Memfis Film"
"11717",12093,"Lilya 4-ever","Film i Väst"
"11718",36419,"After.Life","Plum Pictures"
"11719",36419,"After.Life","Harbor Light Entertainment"
"11720",36419,"After.Life","Lleju Productions"
"11721",510,"One Flew Over the Cuckoo's Nest","United Artists"
"11722",510,"One Flew Over the Cuckoo's Nest","Fantasy Films"
"11723",510,"One Flew Over the Cuckoo's Nest","Warner Bros."
"11724",362105,"R.L. Stine's Monsterville: The Cabinet of Souls","EveryWhere Studios"
"11725",10970,"Silent Movie","Crossbow Productions"
"11726",375290,"Airlift","T-Series"
"11727",375290,"Airlift","Hari Om Entertainment Co."
"11728",375290,"Airlift","Cape Of Good Films"
"11729",17663,"Anne of Green Gables","Sullivan Entertainment"
"11730",270938,"Falcon Rising","Strohberry Films"
"11731",116613,"The Sweeney","Vertigo Films"
"11732",116613,"The Sweeney","Exponential Films"
"11733",116613,"The Sweeney","Embargo Films"
"11734",11826,"Sexy Beast","Fox Searchlight Pictures"
"11735",11826,"Sexy Beast","Kanzaman"
"11736",11826,"Sexy Beast","Filmfour"
"11737",11826,"Sexy Beast","Recorded Picture Company (RPC)"
"11738",29920,"Easy Money","Tre Vänner Produktion AB"
"11739",29920,"Easy Money","Swedish Film Institute"
"11740",29920,"Easy Money","Film i Väst"
"11741",1088,"Whale Rider","South Pacific Pictures"
"11742",26379,"Paa","A B Corp"
"11743",34069,"Cargo","Telepool"
"11744",34069,"Cargo","Atlantis Pictures"
"11745",34069,"Cargo","Schweizerische Radio- und Fernsehgesellschaft (SRG)"
"11746",34069,"Cargo","Ascot Elite Entertainment Group"
"11747",34069,"Cargo","Egli Film"
"11748",34069,"Cargo","Teleclub AG"
"11749",34069,"Cargo","Centauri Media"
"11750",10947,"High School Musical","Disney Channel"
"11751",47452,"Love and Death on Long Island","Arts Council of England"
"11752",47452,"Love and Death on Long Island","British Broadcasting Corporation (BBC)"
"11753",47452,"Love and Death on Long Island","British Screen Productions"
"11754",3040,"Night Watch","Bazelevs Production"
"11755",3040,"Night Watch","Channel One Russia"
"11756",3040,"Night Watch","TABBAK"
"11757",3040,"Night Watch","The First Channel"
"11758",11386,"The Crying Game","Miramax Films"
"11759",11386,"The Crying Game","Channel Four Films"
"11760",11386,"The Crying Game","Palace Pictures"
"11761",11386,"The Crying Game","Nippon Film Development and Finance Inc."
"11762",11386,"The Crying Game","Eurotrustees"
"11763",11386,"The Crying Game","British Screen Productions"
"11764",10246,"Porky's","Melvin Simon Productions"
"11765",10246,"Porky's","Astral Bellevue Pathé"
"11766",29426,"Survival of the Dead","Devonshire Productions"
"11767",29426,"Survival of the Dead","Artfire Films"
"11768",29426,"Survival of the Dead","New Romero"
"11769",29426,"Survival of the Dead","Sudden Storm Productions"
"11770",29426,"Survival of the Dead","Blank of the Dead Productions"
"11771",10331,"Night of the Living Dead","Laurel Group"
"11772",10331,"Night of the Living Dead","Off Color Films"
"11773",10331,"Night of the Living Dead","Image Ten"
"11774",10331,"Night of the Living Dead","Market Square Productions"
"11775",153,"Lost in Translation","American Zoetrope"
"11776",703,"Annie Hall","United Artists"
"11777",27191,"The Greatest Show on Earth","Paramount Pictures"
"11778",1365,"Monster's Ball","Lions Gate Films"
"11779",1365,"Monster's Ball","Lee Daniels Entertainment"
"11780",287424,"Maggie","Lionsgate"
"11781",287424,"Maggie","Grindstone Entertainment Group"
"11782",287424,"Maggie","Silver Reel"
"11783",287424,"Maggie","Sly Predator"
"11784",287424,"Maggie","Matt Baer Films"
"11785",287424,"Maggie","Gold Star Films"
"11786",287424,"Maggie","Lotus Entertainment (I)"
"11787",451,"Leaving Las Vegas","United Artists"
"11788",451,"Leaving Las Vegas","Intial Productions"
"11789",165864,"Hansel and Gretel Get Baked","Tribeca Productions"
"11790",987,"The Front Page","Universal Studios"
"11791",241251,"The Boy Next Door","Universal Pictures"
"11792",241251,"The Boy Next Door","Nuyorican Productions"
"11793",241251,"The Boy Next Door","Blumhouse Productions"
"11794",241251,"The Boy Next Door","Smart Entertainment"
"11795",40494,"Trapeze","Joanna Productions"
"11796",39781,"The Kids Are All Right","Mandalay Vision"
"11797",39781,"The Kids Are All Right","10th Hole Productions"
"11798",39781,"The Kids Are All Right","Focus Features"
"11799",39781,"The Kids Are All Right","Gilbert Films"
"11800",39781,"The Kids Are All Right","Saint Aire Production"
"11801",39781,"The Kids Are All Right","Artist International"
"11802",39781,"The Kids Are All Right","Antidote Films (I)"
"11803",39781,"The Kids Are All Right","Artist International Management"
"11804",8337,"They Live","Universal Pictures"
"11805",8337,"They Live","Alive Films"
"11806",8337,"They Live","Larry Franco Productions"
"11807",5925,"The Great Escape","United Artists"
"11808",5925,"The Great Escape","The Mirisch Corporation"
"11809",8357,"What the #$*! Do We (K)now!?","Lord of the Wind"
"11810",146203,"The Last Exorcism Part II","StudioCanal"
"11811",146203,"The Last Exorcism Part II","CBS Films"
"11812",85350,"Boyhood","IFC Films"
"11813",85350,"Boyhood","Detour Filmproduction"
"11814",512,"Scoop","BBC Films"
"11815",512,"Scoop","Ingenious Film Partners"
"11816",512,"Scoop","Ingenious Media"
"11817",512,"Scoop","Perdido Prod."
"11818",13408,"The Wash","Lionsgate"
"11819",10744,"The Cooler","ContentFilm"
"11820",10744,"The Cooler","Pierce/Williams Entertainment"
"11821",11536,"The Misfits","United Artists"
"11822",11536,"The Misfits","Seven Arts Productions"
"11823",9782,"The Night Listener","Miramax Films"
"11824",9782,"The Night Listener","IFC Films"
"11825",9782,"The Night Listener","Fortissimo Films"
"11826",18713,"The Jerky Boys","Caravan Pictures"
"11827",18713,"The Jerky Boys","Touchstone Pictures"
"11828",6537,"The Orphanage","Wild Bunch"
"11829",6537,"The Orphanage","Telecinco"
"11830",6537,"The Orphanage","Telecinco Cinema"
"11831",6537,"The Orphanage","Televisió de Catalunya TV3"
"11832",6537,"The Orphanage","Esta Vivo! Laboratorio de Nuevos Talentos"
"11833",6537,"The Orphanage","Grupo Rodar"
"11834",6537,"The Orphanage","Rodar y Rodar Cine y Televisión"
"11835",6537,"The Orphanage","Warner Bros. Pictures de España"
"11836",184345,"A Haunted House 2","Automatik Entertainment"
"11837",184345,"A Haunted House 2","Open Road Films"
"11838",1809,"The Rules of Attraction","Kingsgate Films"
"11839",2370,"Topaz","Universal Pictures"
"11840",9809,"Let's Go to Prison","Universal Pictures"
"11841",5,"Four Rooms","Miramax Films"
"11842",5,"Four Rooms","A Band Apart"
"11843",11013,"Secretary","Slough Pond"
"11844",11013,"Secretary","double A Films"
"11845",10132,"Talk Radio","Cineplex-Odeon Films"
"11846",10132,"Talk Radio","Ten-Four Productions"
"11847",16448,"Waiting for Guffman","Sony Pictures Classics"
"11848",16448,"Waiting for Guffman","Castle Rock Entertainment"
"11849",16448,"Waiting for Guffman","Pale Morning Dun"
"11850",16448,"Waiting for Guffman","All Night Productions"
"11851",8141,"You Kill Me","Echo Lake Productions"
"11852",8141,"You Kill Me","Bi-polar Pictures"
"11853",8141,"You Kill Me","Code Entertainment"
"11854",8141,"You Kill Me","Independent Film Group"
"11855",8141,"You Kill Me","Carol Baum Productions"
"11856",8141,"You Kill Me","Dillinger Productions"
"11857",8141,"You Kill Me","Green Tulip Productions"
"11858",1546,"Thumbsucker","Sony Pictures Classics"
"11859",1546,"Thumbsucker","Bob Yari Productions"
"11860",48572,"Red State","The Harvey Boys"
"11861",48572,"Red State","NVSH Productions"
"11862",48572,"Red State","Phase 4 Films"
"11863",14517,"Mirrormask","Destination Films"
"11864",14517,"Mirrormask","Jim Henson Company, The"
"11865",89708,"Samsara","Magidson Films"
"11866",27551,"The Barbarians","Cannon Films"
"11867",64678,"The Art of Getting By","Goldcrest Films International"
"11868",64678,"The Art of Getting By","Atlantic Pictures"
"11869",64678,"The Art of Getting By","Gigi Productions"
"11870",309503,"Zipper","Protozoa Pictures"
"11871",309503,"Zipper","Cargo Entertainment"
"11872",309503,"Zipper","33 Pictures"
"11873",14293,"Poolhall Junkies","Gold Circle Films"
"11874",15059,"The Loss of Sexual Innocence","Summit Entertainment"
"11875",15059,"The Loss of Sexual Innocence","Newmarket Capital Group"
"11876",15059,"The Loss of Sexual Innocence","Red Mullet Productions"
"11877",103328,"Holy Motors","Pandora Filmproduktion"
"11878",103328,"Holy Motors","Canal+"
"11879",157847,"Joe","Worldview Entertainment"
"11880",157847,"Joe","Muskat Filmed Properties"
"11881",157847,"Joe","Dreambridge Films"
"11882",157847,"Joe","Rough House Pictures"
"11883",25719,"Shooting Fish","Arts Council of England"
"11884",25719,"Shooting Fish","National Lottery"
"11885",25719,"Shooting Fish","Gruber Bros."
"11886",25719,"Shooting Fish","Tomboy Films"
"11887",25719,"Shooting Fish","Winchester Multimedia PLC"
"11888",48309,"Prison","Empire Pictures"
"11889",27723,"Psycho Beach Party","New Oz Productions"
"11890",27723,"Psycho Beach Party","Red Horse Films"
"11891",242575,"Guten Tag, RamÃ³n","Eficine 226"
"11892",242575,"Guten Tag, RamÃ³n","Beanca Films"
"11893",242575,"Guten Tag, RamÃ³n","Fondo de Inversión y Estímulos al Cine (FIDECINE)"
"11894",242575,"Guten Tag, RamÃ³n","MPN Cologne Film 3"
"11895",44945,"Trust","Nu Image Films"
"11896",44945,"Trust","Millennium Films"
"11897",44945,"Trust","Dark Harbor Stories"
"11898",29122,"An Everlasting Piece","Columbia Pictures"
"11899",29122,"An Everlasting Piece","DreamWorks SKG"
"11900",29122,"An Everlasting Piece","Baltimore Spring Creek Productions"
"11901",29122,"An Everlasting Piece","Bayahibe Films Ltd."
"11902",125123,"Among Giants","Arts Council of England"
"11903",125123,"Among Giants","British Broadcasting Corporation (BBC)"
"11904",125123,"Among Giants","British Screen Productions"
"11905",111190,"Adore","Gaumont"
"11906",111190,"Adore","Ciné@"
"11907",111190,"Adore","Canal+"
"11908",111190,"Adore","Screen Australia"
"11909",111190,"Adore","Screen NSW"
"11910",111190,"Adore","France Télévisions"
"11911",111190,"Adore","France 2 Cinéma"
"11912",111190,"Adore","Hopscotch Features"
"11913",111190,"Adore","Mon Voisin Productions"
"11914",133575,"The Velocity of Gary","Ventanarosa Productions"
"11915",133575,"The Velocity of Gary","Cineville"
"11916",133575,"The Velocity of Gary","Columbia TriStar Home Video"
"11917",133575,"The Velocity of Gary","Dan Lupovitz Productions"
"11918",54580,"Mondays in the Sun","Vía Digital"
"11919",54580,"Mondays in the Sun","Eurimages"
"11920",54580,"Mondays in the Sun","Continental Producciones"
"11921",54580,"Mondays in the Sun","Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)"
"11922",54580,"Mondays in the Sun","Televisión de Galicia (TVG) S.A."
"11923",54580,"Mondays in the Sun","Antena 3 Televisión"
"11924",54580,"Mondays in the Sun","Sogepaq"
"11925",54580,"Mondays in the Sun","Elías Querejeta Producciones Cinematográficas S.L."
"11926",54580,"Mondays in the Sun","Mediapro"
"11927",54580,"Mondays in the Sun","Quo Vadis Cinéma"
"11928",54580,"Mondays in the Sun","Eyescreen S.r.l."
"11929",52015,"Stake Land","Glass Eye Pix"
"11930",52015,"Stake Land","Belladonna Productions"
"11931",52015,"Stake Land","Off Hollywood Pictures"
"11932",34941,"The Last Time I Committed Suicide","Tapestry Films"
"11933",34941,"The Last Time I Committed Suicide","The Kushner-Locke Company"
"11934",34941,"The Last Time I Committed Suicide","Bates Entertainment"
"11935",227975,"Futuro Beach","Coração da Selva"
"11936",227975,"Futuro Beach","Hank Levine Film"
"11937",227975,"Futuro Beach","Detailfilm"
"11938",227975,"Futuro Beach","Watchmen Productions"
"11939",60422,"Another Happy Day","Filmula"
"11940",81390,"A Lonely Place to Die","Carnaby International"
"11941",81390,"A Lonely Place to Die","Molinare Studios"
"11942",81390,"A Lonely Place to Die","Eigerwand Pictures"
"11943",225235,"The Geographer Drank His Globe Away","Marmot-film"
"11944",14902,"1776","Columbia Pictures Corporation"
"11945",121676,"Inescapable","IFC Films"
"11946",121676,"Inescapable","Myriad Pictures"
"11947",121676,"Inescapable","Alliance Films"
"11948",22301,"Hell's Angels","The Caddo Company"
"11949",257087,"The Veil","Blumhouse Productions"
"11950",46420,"The Loved Ones","Omnilab Media"
"11951",46420,"The Loved Ones","Ambience Entertainment"
"11952",46420,"The Loved Ones","Screen Australia"
"11953",46420,"The Loved Ones","Film Victoria"
"11954",114635,"The Helpers","Brian Barrett Pictures"
"11955",158150,"How to Fall in Love","Annuit Coeptis Entertainment Inc."
"11956",158150,"How to Fall in Love","Annuit Coeptis Entertainment II"
"11957",251979,"The Perfect Wave","Divine Inspiration, The Fabulous Boomtown Boys"
"11958",874,"A Man for All Seasons","Columbia Pictures Corporation"
"11959",874,"A Man for All Seasons","Highland Films"
"11960",10774,"Network","United Artists"
"11961",10774,"Network","Metro-Goldwyn-Mayer (MGM)"
"11962",770,"Gone with the Wind","Selznick International Pictures"
"11963",770,"Gone with the Wind","Metro-Goldwyn-Mayer (MGM)"
"11964",266102,"Desert Dancer","Head Gear Films"
"11965",266102,"Desert Dancer","Lipsync Productions"
"11966",266102,"Desert Dancer","May 13 Films"
"11967",266102,"Desert Dancer","CrossDay Productions Ltd."
"11968",266102,"Desert Dancer","Morocco Film Assistance"
"11969",29715,"Major Dundee","Columbia Pictures Corporation"
"11970",29715,"Major Dundee","Jerry Bresler Productions"
